Class	Order	Family	Genus/Species	Common Name	 	
Gastropoda	Caenogastropoda	Olividae	Olivella marmosa		 	
Gastropoda	Caenogastropoda	Olividae	Olivella minuta		 	
Gastropoda	Caenogastropoda	Olividae	Olivella myrmeco̦n		 	
Gastropoda	Caenogastropoda	Olividae	Olivella sp.		 	
Gastropoda	Caenogastropoda	Ovulidae	Cyphoma gibbosum		 	
Gastropoda	Caenogastropoda	Ovulidae	Simnialena uniplicata	One-tooth simnia	 	
Gastropoda	Caenogastropoda	Personidae	Distorsio clathrata	Distorted triton	 	
Gastropoda	Caenogastropoda	Planaxidae	Fossarus orbignyi		 	
Gastropoda	Caenogastropoda	Planaxidae	Hinea lineata	Dwarf planaxis	 	
Gastropoda	Caenogastropoda	Planaxidae	Supplanaxis nucleus	Black planaxis	 	
Gastropoda	Caenogastropoda	Ranellidae	Charonia variegata	Trumpet triton	 	
Gastropoda	Caenogastropoda	Ranellidae	Cymatium comptum	Dwarf hairy triton	 	
Gastropoda	Caenogastropoda	Ranellidae	Cymatium cynocephalum	Dog-head triton	 	
Gastropoda	Caenogastropoda	Ranellidae	Cymatium femorale	Angular triton	 	
Gastropoda	Caenogastropoda	Ranellidae	Cymatium martinianum	Atlantic hairy triton	 	
Gastropoda	Caenogastropoda	Ranellidae	Cymatium muricinum	Knobbed triton	 	
Gastropoda	Caenogastropoda	Ranellidae	Cymatium nicobaricum	Gold-mouthed triton	 	
Gastropoda	Caenogastropoda	Ranellidae	Cymatium parthenopeum	Giant triton	 	
Gastropoda	Caenogastropoda	Rissoidae	Alvania auberiana	West Indian Alvania	 	
Gastropoda	Caenogastropoda	Rissoidae	Benthonella cf.tenella		 	
Gastropoda	Caenogastropoda	Rissoidae	Rissoina princeps		 	
Gastropoda	Caenogastropoda	Rissoidae	Schwartziella bryerea		 	
Gastropoda	Caenogastropoda	Rissoidae	Schwartziella fischeri		 	
Gastropoda	Caenogastropoda	Strombidae	Strombus costatus		 	
Gastropoda	Caenogastropoda	Strombidae	Strombus gigas		 	
Gastropoda	Caenogastropoda	Strombidae	Strombus pugilis		 	
Gastropoda	Caenogastropoda	Strombidae	Strombus raninus			
Gastropoda	Caenogastropoda	Synceratidae	Syncera sp.		 	
Gastropoda	Caenogastropoda	Terebridae	Hastula hastata	Shiny auger	 	
Gastropoda	Caenogastropoda	Terebridae	Terebra protexta		 	
Gastropoda	Caenogastropoda	Terebridae	Terebra salleana		 	
Gastropoda	Caenogastropoda	Thiaridae	Thiara sp.		 	
Gastropoda	Caenogastropoda	Tonnidae	Tonna pennata	Atlantic partridge tun	 	
Gastropoda	Caenogastropoda	Triphoridae	Iniforis turristhomae		 	
Gastropoda	Caenogastropoda	Triphoridae	Metaxia abrupta		 	
Gastropoda	Caenogastropoda	Triphoridae	Triphora decorata		 	
Gastropoda	Caenogastropoda	Triphoridae	Triphora modesta		 	
Gastropoda	Caenogastropoda	Triphoridae	Triphora ornata		 	
Gastropoda	Caenogastropoda	Triphoridae	Triphora turristhomae		 	
Gastropoda	Caenogastropoda	Triviidae	Hespererato maugeriae	Mauger's erato	 	
Gastropoda	Caenogastropoda	Triviidae	Niveria quadripunctata	Four-spotted trivia	 	
Gastropoda	Caenogastropoda	Triviidae	Trivia pediculus		 	
Gastropoda	Caenogastropoda	Truncatellidae	Trucantella bilabiata		 	
Gastropoda	Caenogastropoda	Truncatellidae	Trucantella scalaris		 	
Gastropoda	Caenogastropoda	Turbinellidae	Turbinella angulata		 	
Gastropoda	Caenogastropoda	Turbinellidae	Vasum muricatum	Caribbean Vase	 	
Gastropoda	Caenogastropoda	Turridae	candidissima		 	
Gastropoda	Caenogastropoda	Turridae	flavocincta		 	
Gastropoda	Caenogastropoda	Turridae	fusiformis		 	
Gastropoda	Caenogastropoda	Turridae	plicosa		 	
Gastropoda	Caenogastropoda	Turridae	sp.		 	
Gastropoda	Caenogastropoda	Turridae	Agathotoma candidissima		 	
Gastropoda	Caenogastropoda	Turridae	Agathotoma plicosa		 	
Gastropoda	Caenogastropoda	Turridae	Brachycythara biconica		 	
Gastropoda	Caenogastropoda	Turridae	Buchema sp.		 	
Gastropoda	Caenogastropoda	Turridae	Carinodrillia interpleura		 	
Gastropoda	Caenogastropoda	Turridae	Crassispira adamsi		 	
Gastropoda	Caenogastropoda	Turridae	Crassispira harfordiana		 	
Gastropoda	Caenogastropoda	Turridae	Crassispira sp.		 	
Gastropoda	Caenogastropoda	Turridae	Drillia elatior		 	
Gastropoda	Caenogastropoda	Turridae	Glyphoturris diminuta		 	
Gastropoda	Caenogastropoda	Turridae	Ithycythara muricoides		 	
Gastropoda	Caenogastropoda	Turridae	Kurtziella quadrilineata		 	
Gastropoda	Caenogastropoda	Turridae	Monilispira albinodata		 	
Gastropoda	Caenogastropoda	Turridae	Monilispira albocincta		 	
Gastropoda	Caenogastropoda	Turridae	Monilispira jayana		 	
Gastropoda	Caenogastropoda	Turridae	Monilispira leucocyma		 	
Gastropoda	Caenogastropoda	Turridae	Monilispira sp.		 	
Gastropoda	Caenogastropoda	Turridae	Nannodiella melantica		 	
Gastropoda	Caenogastropoda	Turridae	Pilsbryspira leucocyma		 	
Gastropoda	Caenogastropoda	Turridae	Pyrgocythara albovittata		 	
Gastropoda	Caenogastropoda	Turritellidae	Turritella sp.		 	
Gastropoda	Caenogastropoda	Velutinidae	Lamellaria pellucida		 	
Gastropoda	Caenogastropoda	Vermetidae	Petalochoncus sp.		 	
Gastropoda	Caenogastropoda	Vermetidae	Petaloconchus nigricans		 	
Gastropoda	Caenogastropoda	Vermetidae	Spiroglyphus sp.		 	
Gastropoda	Caenogastropoda	Vermetidae	Stephopoma myrakeenae		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Cyclostremiscus cubanus		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Cyclostremiscus jeannae		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Cyclostremiscus ornatus		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Cyclostremiscus pulchellus		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Cyclostremiscus schrammi		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Glycymeris sp.		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Macromphalina pilsbryi		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Macromphalina sp.		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Parviturboides interruptus		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Pleuromalaxis balesi		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Pleuromalaxis pauli		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Solariorbis bartschi		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Solariorbis corylus		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Solariorbis decipiens		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Teinostoma biscayense		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Teinostoma carinicallus		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Teinostoma diaphana		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Teinostoma goniogyrus		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Teinostoma megastoma		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Teinostoma nesaeum		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Teinostoma sp.		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Vitrinella blakei		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Vitrinella elegans		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Vitrinella helicoidea		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Vitrinella multistriata		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Vitrinella praecox		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Vitrinella semisculpta		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Vitrinella terminalis		 	
Gastropoda	Caenogastropoda	Vitrinellidae	Vitrinobis elegans		 	
Gastropoda	Caenogastropoda	Volutidae	Enaeta reevei		 	
Gastropoda	Cephalaspidea	Acteocinidae	Acteocina candei		 	
Gastropoda	Cephalaspidea	Acteocinidae	Acteocina inconspicua		 	
Gastropoda	Cephalaspidea	Acteonidae	Acteon punctostriatus		 	
Gastropoda	Cephalaspidea	Aplustridae	Micromelo undatus undatus	Miniature melo	 	
Gastropoda	Cephalaspidea	Bullidae	Bulla occidentalis		 	
Gastropoda	Cephalaspidea	Haminoeidae	Atys caribaeus	Caribbean paper-bubble	 	
Gastropoda	Cephalaspidea	Haminoeidae	Atys macandrewii			
Gastropoda	Cephalaspidea	Haminoeidae	Atys sandersoni		 	
Gastropoda	Cephalaspidea	Haminoeidae	Atys sp.		 	
Gastropoda	Cephalaspidea	Haminoeidae	Haminoea antillarum			
Gastropoda	Cephalaspidea	Haminoeidae	Haminoea glabra		 	
Gastropoda	Cephalaspidea	Philinidae	Philine sagra		 	
Gastropoda	Cephalaspidea	Philinidae	Philine sp.		 	
Gastropoda	Cephalaspidea	Philinoglossidae	Pluscula cf. cuica		 	
Gastropoda	Cephalaspidea	Retusidae	Retusa sulcata		 	
Gastropoda	Cephalaspidea	Retusidae	Rhizorus acutus		 	
Gastropoda	Cephalaspidea	Retusidae	Rhizorus oxytatus		 	
Gastropoda	Eupulmonata	Ellobiidae	Melampus flavus		 	
Gastropoda	Eupulmonata	Ellobiidae	Pedipes mirabilis		 	
Gastropoda	Eupulmonata	Ellobiidae	Tralia pusila		 	
Gastropoda	Heterobranchia	Architectonicidae	Heliacus bisulcatus	Beaded sundial	 	
Gastropoda	Heterobranchia	Architectonicidae	Heliacus cylindricus	Atlantic cylinder sundial	 	
Gastropoda	Heterobranchia	Architectonicidae	Heliacus perrieri	Channeled sundial	 	
Gastropoda	Heterobranchia	Architectonicidae	Psilaxis krebsii		 	
Gastropoda	Heterobranchia	Architectonicidae	Spirolaxis exquisita		 	
Gastropoda	Heterobranchia	Pyramidellidae	Athleenia burryi		 	
Gastropoda	Heterobranchia	Pyramidellidae	Boonea jadisi		 	
Gastropoda	Heterobranchia	Pyramidellidae	Chrysallida gemmulosa		 	
Gastropoda	Heterobranchia	Pyramidellidae	Odostomia abbotti		 	
Gastropoda	Heterobranchia	Pyramidellidae	Odostomia bavanensis		 	
Gastropoda	Heterobranchia	Pyramidellidae	Odostomia bisuturalis		 	
Gastropoda	Heterobranchia	Pyramidellidae	Odostomia gemmulosa		 	
Gastropoda	Heterobranchia	Pyramidellidae	Odostomia jadisi		 	
Gastropoda	Heterobranchia	Pyramidellidae	Odostomia laevigata		 	
Gastropoda	Heterobranchia	Pyramidellidae	Odostomia sp.		 	
Gastropoda	Heterobranchia	Pyramidellidae	Odostomia terryi		 	
Gastropoda	Heterobranchia	Pyramidellidae	Pyramidella candida		 	
Gastropoda	Heterobranchia	Pyramidellidae	Sayella sp.		 	
Gastropoda	Heterobranchia	Pyramidellidae	Triptychus niveus		 	
Gastropoda	Heterobranchia	Pyramidellidae	Turbonilla levis		 	
Gastropoda	Heterobranchia	Pyramidellidae	Turbonilla pupoides		 	
Gastropoda	Heterobranchia	Pyramidellidae	Turbonilla sp.		 	
Gastropoda	Heterobranchia	Rissoidae	Albania aberrans		 	
Gastropoda	Heterobranchia	Rissoidae	Albania auberiana		 	
Gastropoda	Heterobranchia	Rissoidae	Albania chiriquiensis		 	
Gastropoda	Heterobranchia	Rissoidae	Microdochus floridanus		 	
Gastropoda	Heterobranchia	Rissoidae	Nodolus megalomastomus		 	
Gastropoda	Heterobranchia	Rissoidae	Rissoa toroensis		 	
Gastropoda	Heterobranchia	Rissoidae	Rissoina albida		 	
Gastropoda	Heterobranchia	Rissoidae	Rissoina browniana		 	
Gastropoda	Heterobranchia	Rissoidae	Rissoina bryerea		 	
Gastropoda	Heterobranchia	Rissoidae	Rissoina cancellata		 	
Gastropoda	Heterobranchia	Rissoidae	Rissoina chesneli		 	
Gastropoda	Heterobranchia	Rissoidae	Rissoina decussata		 	
Gastropoda	Heterobranchia	Rissoidae	Rissoina elegantissima		 	
Gastropoda	Heterobranchia	Rissoidae	Rissoina fischeri		 	
Gastropoda	Neogastropoda	Buccinidae	Colubraria swifti		 	
Gastropoda	Neogastropoda	Buccinidae	Parviphos adelus		 	
Gastropoda	Neotaenioglossa	Litiopidae	Litiopa melanostoma	Sargassum	 	
Gastropoda	Neritopsina	Neritidae	Nerita fulgurans		 	
Gastropoda	Neritopsina	Neritidae	Nerita tessellata		 	
Gastropoda	Neritopsina	Neritidae	Nerita versicolor		 	
Gastropoda	Neritopsina	Neritidae	Nerita virginea		 	
Gastropoda	Neritopsina	Neritidae	Neritina zebra		 	
Gastropoda	Neritopsina	Neritidae	Smaragdia viridis		 	
Gastropoda	Neritopsina	Neritidae	Smaragdia viridis viridemaris		 	
Gastropoda	Neritopsina	Phenacolepadidae	Phenacolepas hamillei	Hamille's limpet	 	
Gastropoda	Notaspidea	Pleurobranchidae	Berthellina quadridens			
Gastropoda	Notaspidea	Pleurobranchidae	Pleurobranchus evelinae			
Gastropoda	Nudibranchia	Aeolidiidae	Spurilla neapolitana		 	
Gastropoda	Nudibranchia	Chromodorididae	Cadlina rumia			
Gastropoda	Nudibranchia	Chromodorididae	Chromodoris binza		 	
Gastropoda	Nudibranchia	Chromodorididae	Chromodoris kempfi			
Gastropoda	Nudibranchia	Chromodorididae	Glossodoris sedna		 	
Gastropoda	Nudibranchia	Chromodorididae	Tyrinna evelinae		 	
Gastropoda	Nudibranchia	Dendrodorididae	Dendrodoris krebsii			
Gastropoda	Nudibranchia	Discodorididae	Discodoris phoca			
Gastropoda	Nudibranchia	Dorididae	Aphelodoris antillensis		 	
Gastropoda	Nudibranchia	Dorididae	Platydoris angustipes			
Gastropoda	Nudibranchia	Dorididae	Sclerodoris prea			
Gastropoda	Nudibranchia	Glaucidae	Dondice occidentalis			
Gastropoda	Nudibranchia	Hexabranchidae	Hexabranchus morsomus			
Gastropoda	Nudibranchia	Janolidae	Janolus comis		 	
Gastropoda	Nudibranchia	Lomanotidae	Lomanotus vermiformis			
Gastropoda	Nudibranchia	Pseudovermidae	Pseudovermis cf. salamandrops		 	
Gastropoda	Nudibranchia	Tritoniidae	Tritonia bayeri	Crisscross tritonia		
Gastropoda	Patellogastropoda	Acmaeidae	Acmaea cubensis	Cuban limpet	 	
Gastropoda	Patellogastropoda	Acmaeidae	Acmaea jamaicensis		 	
Gastropoda	Patellogastropoda	Lottiidae	Patelloida pustulata	Spotted limpet	 	
Gastropoda	Rhodopemorpha	Rhodopidae	Helminthope cf. psammobionta		 	
Gastropoda	Rhodopemorpha	Rhodopidae	Rhodope sp. nov.		 	
Gastropoda	Sacoglossa	Caliphyllidae	Cyerce antillensis			
Gastropoda	Sacoglossa	Elysiidae	Elysia crispata			
Gastropoda	Sacoglossa	Elysiidae	Elysia flava			
Gastropoda	Sacoglossa	Elysiidae	Elysia papillosa			
Gastropoda	Sacoglossa	Elysiidae	Elysia tuca			
Gastropoda	Sacoglossa	Elysiidae	Tridachia crispata		 	
Gastropoda	Sacoglossa	Oxynoidae	Oxynoe antillarum			
Gastropoda	Soleolifera	Veronicellidae	Vaginula occidentalis		 	
Gastropoda	Sorbeoconcha	Batillariidae	Batillaria minima	False cerith	 	
Gastropoda	Sorbeoconcha	Cerithiidae	Cerithium atratum	Florida cerith	 	
Gastropoda	Sorbeoconcha	Cerithiidae	Cerithium eburneum	Ivory cerith	 	
Gastropoda	Sorbeoconcha	Cerithiidae	Cerithium litteratum	Stocky cerith	 	
Gastropoda	Sorbeoconcha	Cerithiidae	Cerithium lutosum	Dwarf cerith	 	
Gastropoda	Sorbeoconcha	Potamididae	Cerithidea pliculosa		 	
Gastropoda	Sorbeoconcha	Potamididae	Cerithidea scalariformis		 	
Gastropoda	Stylommatophora	Helicarionidae	Habroconus sp.		 	
Gastropoda	Stylommatophora	Orthalicidae	Drymaeus zhorquinensis		 	
Gastropoda	Stylommatophora	Spiraxidae	Euglandina sp.		 	
Gastropoda	Stylommatophora	Spiraxidae	Rectaxis sp.		 	
Gastropoda	Stylommatophora	Spiraxidae	Streptostyla sp.		 	
Gastropoda	Stylommatophora	Subulinidae	Subulina octona	Miniature awlsnail	 	
Gastropoda	Stylommatophora	Succineidae	Succinea sp.		 	
Gastropoda	Themcosomata	Cavolinidae	Creseis acicula	Straight needle-pteropod	 	
Gastropoda	Vetigastropoda	Colloniidae	Collonia sp.		 	
Gastropoda	Vetigastropoda	Fissurellidae	Diodora arcuata	Arcuate keyhole limpet	 	
Gastropoda	Vetigastropoda	Fissurellidae	Diodora cayenensis	Cayenne keyhole limpet	 	
Gastropoda	Vetigastropoda	Fissurellidae	Diodora dysoni	Dyson's keyhole limpet	 	
Gastropoda	Vetigastropoda	Fissurellidae	Diodora fargoi		 	
Gastropoda	Vetigastropoda	Fissurellidae	Diodora listeri	Lister's keyhole limpet	 	
Gastropoda	Vetigastropoda	Fissurellidae	Diodora minuta		 	
Gastropoda	Vetigastropoda	Fissurellidae	Diodora sayi	Say's keyhole limpet	 	
Gastropoda	Vetigastropoda	Fissurellidae	Diodora variegata	Variegated keyhole limpet	 	
Gastropoda	Vetigastropoda	Fissurellidae	Diodora viridula	Green keyhole limpet	 	
Gastropoda	Vetigastropoda	Fissurellidae	Emarginula phrixodes	Ruffled emarginula	 	
Gastropoda	Vetigastropoda	Fissurellidae	Emarginula pumila	Pygmy emarginula	 	
Gastropoda	Vetigastropoda	Fissurellidae	Fissurella angusta	Narrow keyhole limpet	 	
Gastropoda	Vetigastropoda	Fissurellidae	Fissurella barbadensis	Barbados keyhole limpet	 	
Gastropoda	Vetigastropoda	Fissurellidae	Fissurella barbouri	Barbour's keyhole limpet	 	
Gastropoda	Vetigastropoda	Fissurellidae	Fissurella fascicularis		 	
Gastropoda	Vetigastropoda	Fissurellidae	Fissurella nodosa		 	
Gastropoda	Vetigastropoda	Fissurellidae	Fissurella rosea		 	
Gastropoda	Vetigastropoda	Fissurellidae	Hemitoma emarginata		 	
Gastropoda	Vetigastropoda	Fissurellidae	Hemitoma octoradiata		 	
Gastropoda	Vetigastropoda	Fissurellidae	Hyalopatina rushi		 	
Gastropoda	Vetigastropoda	Fissurellidae	Lucapina philippiana		 	
Gastropoda	Vetigastropoda	Fissurellidae	Lucapina suffusa		 	
Gastropoda	Vetigastropoda	Fissurellidae	Lucapina suffusa tobagoensis		 	
Gastropoda	Vetigastropoda	Fissurellidae	Lucapinella limatula		 	
Gastropoda	Vetigastropoda	Fissurellidae	Puncturella sportella		 	
Gastropoda	Vetigastropoda	Phasianellidae	Tricolia adamsi		 	
Gastropoda	Vetigastropoda	Phasianellidae	Tricolia affinis		 	
Gastropoda	Vetigastropoda	Phasianellidae	Tricolia bella		 	
Gastropoda	Vetigastropoda	Phasianellidae	Tricolia tessellata		 	
Gastropoda	Vetigastropoda	Scissurellidae	Woodwardia cingulata		 	
Gastropoda	Vetigastropoda	Trochidae	Calliostoma jujubinum		 	
Gastropoda	Vetigastropoda	Trochidae	Calliostoma pulchrum	Beautiful topsnail	 	
Gastropoda	Vetigastropoda	Trochidae	Cittarium pica	West Indian topsnail	 	
Gastropoda	Vetigastropoda	Trochidae	Haplocochlias swifti		 	
Gastropoda	Vetigastropoda	Trochidae	Synaptocochlea picta		 	
Gastropoda	Vetigastropoda	Trochidae	Tegula fasciata		 	
Gastropoda	Vetigastropoda	Trochidae	Tegula viridula		 	
Gastropoda	Vetigastropoda	Turbinidae	Arene bitleri		 	
Gastropoda	Vetigastropoda	Turbinidae	Arene brasiliana		 	
Gastropoda	Vetigastropoda	Turbinidae	Arene miniata		 	
Gastropoda	Vetigastropoda	Turbinidae	Arene riisei		 	
Gastropoda	Vetigastropoda	Turbinidae	Arene sp.		 	
Gastropoda	Vetigastropoda	Turbinidae	Arene tamsiana		 	
Gastropoda	Vetigastropoda	Turbinidae	Astraea americana		 	
Gastropoda	Vetigastropoda	Turbinidae	Astraea caelata		 	
Gastropoda	Vetigastropoda	Turbinidae	Astraea tuber		 	
Gastropoda	Vetigastropoda	Turbinidae	Astralium phoebium	Longspine starsnail	 	
Gastropoda	Vetigastropoda	Turbinidae	Cyclostrema cancellatum		 	
Gastropoda	Vetigastropoda	Turbinidae	Eulithidium affine	Checkered Pheasant	 	
Gastropoda	Vetigastropoda	Turbinidae	Eulithidium tessellatum		 	
Gastropoda	Vetigastropoda	Turbinidae	Lithopoma caelata		 	
Gastropoda	Vetigastropoda	Turbinidae	Lithopoma tectum		 	
Gastropoda	Vetigastropoda	Turbinidae	Turbo filosus		 	
Polyplacophora	Neoloricata	Chitonidae	Acanthopleura granulata		 	
Polyplacophora	Neoloricata	Chitonidae	Chiton marmoratus		 	
Polyplacophora	Neoloricata	Chitonidae	Chiton tuberculatus		 	
Polyplacophora	Neoloricata	Ischnochitonidae	Callistochiton shuttleworthianus		 	
Polyplacophora	Neoloricata	Ischnochitonidae	Ischnoplax pectinata		 	
Polyplacophora	Neoloricata	Ischnochitonidae	Stenoplax sp.		 	
Scaphopoda	Dentalida	Dentaliidae	Dentalium disparile		 	
Scaphopoda	Gadilida	Siphonodentaliidae	Cadulus quadridentatus		 	
Arachnida	Araneae	Theraphosidae	Psalmopoeus reduncus		 	
Arachnida	Scorpiones	Buthidae	Centruroides limbatus	Bark Scorpion	 	
Crustacea malacostraca	Amphipoda	Ampeliscidae	Ampelisca bicarinata		 	
Crustacea malacostraca	Amphipoda	Ampeliscidae	Ampelisca burkei		 	
Crustacea malacostraca	Amphipoda	Ampeliscidae	Ampelisca schellenbergi		 	
Crustacea malacostraca	Amphipoda	Ampeliscidae	Ampelisca sp. 1		 	
Crustacea malacostraca	Amphipoda	Ampeliscidae	Ampelisca sp. 2		 	
Crustacea malacostraca	Amphipoda	Ampeliscidae	Ampelisca sp. 3		 	
Crustacea malacostraca	Amphipoda	Amphilochidae	Amphilochidae sp. 1		 	
Crustacea malacostraca	Amphipoda	Ampithoidae	Ampithoe ramondi		 	
Crustacea malacostraca	Amphipoda	Ampithoidae	Ampithoe sp.		 	
Crustacea malacostraca	Amphipoda	Ampithoidae	Pseudoamphithoides sp. 1		 	
Crustacea malacostraca	Amphipoda	Aoridae	Belmos sp.		 	
Crustacea malacostraca	Amphipoda	Aoridae	Belmos sp. 1		 	
Crustacea malacostraca	Amphipoda	Aoridae	Belmos sp. 2		 	
Crustacea malacostraca	Amphipoda	Aoridae	Belmos sp. 3		 	
Crustacea malacostraca	Amphipoda	Aoridae	Belmos sp. 4		 	
Crustacea malacostraca	Amphipoda	Aoridae	Belmos sp. 5		 	
Crustacea malacostraca	Amphipoda	Aoridae	Globosolembos sp. 1		 	
Crustacea malacostraca	Amphipoda	Bateidae	Batea cf catharinensis		 	
Crustacea malacostraca	Amphipoda	Bateidae	Batea cuspidata		 	
Crustacea malacostraca	Amphipoda	Bateidae	Batea sp.		 	
Crustacea malacostraca	Amphipoda	Bateidae	Batea sp. 1		 	
Crustacea malacostraca	Amphipoda	Chevaliidae	Chevalia carpenteri		 	
Crustacea malacostraca	Amphipoda	Colomastigidae	Colomastix falcirama		 	
Crustacea malacostraca	Amphipoda	Colomastigidae	Colomastix halichondriae		 	
Crustacea malacostraca	Amphipoda	Colomastigidae	Colomastix sp. 1		 	
Crustacea malacostraca	Amphipoda	Colomastigidae	Colomastix sp. 2		 	
Crustacea malacostraca	Amphipoda	Colomastigidae	Colomastix sp. 3		 	
Crustacea malacostraca	Amphipoda	Colomastigidae	Colomastix tridentata		 	
Crustacea malacostraca	Amphipoda	Corophiidae	Americorophium sp. 1		 	
Crustacea malacostraca	Amphipoda	Dexaminidae	Nototropis sp. 1		 	
Crustacea malacostraca	Amphipoda	Dexaminidae	Polycheria sp.		 	
Crustacea malacostraca	Amphipoda	Eusiridae	Pontogeneia cf. bartschi		 	
Crustacea malacostraca	Amphipoda	Gammaridae	Gammarus sp.		 	
Crustacea malacostraca	Amphipoda	Hadziidae	Protohadzia cf. schoenerae		 	
Crustacea malacostraca	Amphipoda	Hyalidae	Hyale macrodactyla		 	
Crustacea malacostraca	Amphipoda	Hyalidae	Hyale sp. 1		 	
Crustacea malacostraca	Amphipoda	Hyalidae	Hyale sp. 2		 	
Crustacea malacostraca	Amphipoda	Hyalidae	Hyalidae sp.		 	
Crustacea malacostraca	Amphipoda	Ischyroceridae	Ericthonius brasiliensis		 	
Crustacea malacostraca	Amphipoda	Leucothoidae	Anamixis cavatura		 	
Crustacea malacostraca	Amphipoda	Leucothoidae	Anamixis sp.		 	
Crustacea malacostraca	Amphipoda	Leucothoidae	Anamixis vanga		 	
Crustacea malacostraca	Amphipoda	Leucothoidae	Leucothoe barana		 	
Crustacea malacostraca	Amphipoda	Leucothoidae	Leucothoe flammosa		 	
Crustacea malacostraca	Amphipoda	Leucothoidae	Leucothoe kensleyi		 	
Crustacea malacostraca	Amphipoda	Leucothoidae	Leucothoe laurensi		 	
Crustacea malacostraca	Amphipoda	Leucothoidae	Leucothoe saron		 	
Crustacea malacostraca	Amphipoda	Leucothoidae	Leucothoe sp.		 	
Crustacea malacostraca	Amphipoda	Leucothoidae	Leucothoe sp. 1		 	
Crustacea malacostraca	Amphipoda	Leucothoidae	Leucothoe sp. 2		 	
Crustacea malacostraca	Amphipoda	Leucothoidae	Leucothoe sp. 4		 	
Crustacea malacostraca	Amphipoda	Leucothoidae	Leucothoe sp. 5		 	
