Class	Order	Family	Genus/Species	Common Name	 	
Crustacea malacostraca	Decapoda	Alpheidae	Synalpheus kensleyi		 	
Crustacea malacostraca	Decapoda	Alpheidae	Synalpheus longicarpus		 	
Crustacea malacostraca	Decapoda	Alpheidae	Synalpheus minus	Minor snapping shrimp	 	
Crustacea malacostraca	Decapoda	Alpheidae	Synalpheus pandionis	Turtlegrass Snapping Shrimp	 	
Crustacea malacostraca	Decapoda	Alpheidae	Synalpheus paraneptunus		 	
Crustacea malacostraca	Decapoda	Alpheidae	Synalpheus sp.		 	
Crustacea malacostraca	Decapoda	Alpheidae	Synalpheus tenuispina		 	
Crustacea malacostraca	Decapoda	Alpheidae	Synalpheus townsendi	Townsend Snapping Shrimp	 	
Crustacea malacostraca	Decapoda	Alpheidae	Synalpheus williamsi		 	
Crustacea malacostraca	Decapoda	Alpheidae	Thunor sp.		 	
Crustacea malacostraca	Decapoda	Anchistioidae	Anchistioides antiguensis		 	
Crustacea malacostraca	Decapoda	Atyidae	Atya sp. juv		 	
Crustacea malacostraca	Decapoda	Calappidae	Calappa galloides			
Crustacea malacostraca	Decapoda	Calappidae	Calappa ocellata		 	
Crustacea malacostraca	Decapoda	Calappidae	Hepatus pudibundus	Flecked Box Crab	 	
Crustacea malacostraca	Decapoda	Callianassidae	Biffarius fragilis	Fragile Ghost Shrimp	 	
Crustacea malacostraca	Decapoda	Callianassidae	Corallianassa longiventris		 	
Crustacea malacostraca	Decapoda	Callianassidae	Glypturus acanthochirus		 	
Crustacea malacostraca	Decapoda	Callianassidae	Neocallichirus grandimana	Bighand Ghost Shrimp	 	
Crustacea malacostraca	Decapoda	Callianassidae	Neocallichirus maryae		 	
Crustacea malacostraca	Decapoda	Callianassidae	Neocallichirus spp.		 	
Crustacea malacostraca	Decapoda	Callianassidae	Neocallichirus sulfureus		 	
Crustacea malacostraca	Decapoda	Callianassidae	Pseudobiffarius caesari		 	
Crustacea malacostraca	Decapoda	Coenobitidae	Coenobita clypeatus	Caribbean Hermit Crab	 	
Crustacea malacostraca	Decapoda	Diogenidae	Calcinus tibicen	Orangeclaw Hermit Crab	 	
Crustacea malacostraca	Decapoda	Diogenidae	Clibanarius antillensis	Hermit Crab	 	
Crustacea malacostraca	Decapoda	Diogenidae	Clibanarius sclopetarius		 	
Crustacea malacostraca	Decapoda	Diogenidae	Dardanus fucosus	Bareye Hermit	 	
Crustacea malacostraca	Decapoda	Diogenidae	Paguristes puncticeps		 	
Crustacea malacostraca	Decapoda	Diogenidae	Paguristes sp. 1		 	
Crustacea malacostraca	Decapoda	Diogenidae	Paguristes tortugae		 	
Crustacea malacostraca	Decapoda	Diogenidae	Paguristes wassi		 	
Crustacea malacostraca	Decapoda	Diogenidae	Petrochirus diogenes	Giant Hermit	 	
Crustacea malacostraca	Decapoda	Dromiidae	Dromidiopsis antillensis		 	
Crustacea malacostraca	Decapoda	Dromiidae	Hypoconcha spinosissima	Spiny shellback crab	 	
Crustacea malacostraca	Decapoda	Epialtidae	Epialtus dilatatus	Winged mime crab	 	
Crustacea malacostraca	Decapoda	Epialtidae	Epialtus nr. brasiliensis		 	
Crustacea malacostraca	Decapoda	Epialtidae	Epialtus sp. 1		 	
Crustacea malacostraca	Decapoda	Gecarcinidae	Cardisoma guanhumi	Blue Land Crab	 	
Crustacea malacostraca	Decapoda	Gecarcinidae	Gecarcinus lateralis	Blackback land crab	 	
Crustacea malacostraca	Decapoda	Gecarcinidae	Gecarcinus ruricola	Purple Land Crab	 	
Crustacea malacostraca	Decapoda	Gecarcinidae	Gecarcinus sp.		 	
Crustacea malacostraca	Decapoda	Gnatophyllidae	Gnatophyllum americanum	Bumblebee shrimp	 	
Crustacea malacostraca	Decapoda	Grapsidae	Cyclograpsus integer	Globose shore crab	 	
Crustacea malacostraca	Decapoda	Grapsidae	Geograpsus lividus	Spider Crab	 	
Crustacea malacostraca	Decapoda	Grapsidae	Goniopsis cruentata	Purple mangrove crab	 	
Crustacea malacostraca	Decapoda	Grapsidae	Grapsus grapsus	Red rock crab	 	
Crustacea malacostraca	Decapoda	Grapsidae	Pachygrapsus gracilis	Dark shore crab	 	
Crustacea malacostraca	Decapoda	Grapsidae	Pachygrapsus transversus	Mottled shore crab	 	
Crustacea malacostraca	Decapoda	Grapsidae	Percnon gibbesii	Urchin crab	 	
Crustacea malacostraca	Decapoda	Grapsidae	Plagusia depressa	Tidal spray crab	 	
Crustacea malacostraca	Decapoda	Grapsidae	Sesarma curacaoense	Mangrove marsh crab	 	
Crustacea malacostraca	Decapoda	Hippidae	Emerita brasiliensis		 	
Crustacea malacostraca	Decapoda	Hippidae	Hippa testudinaria		 	
Crustacea malacostraca	Decapoda	Hippolytidae	Hippolyte nicholsoni		 	
Crustacea malacostraca	Decapoda	Hippolytidae	Hippolyte obliquimanus		 	
Crustacea malacostraca	Decapoda	Hippolytidae	Hippolyte sp.		 	
Crustacea malacostraca	Decapoda	Hippolytidae	Hippolyte zostericola	Zostera shrimp	 	
Crustacea malacostraca	Decapoda	Hippolytidae	Latreutes fucorum	Slender sargassum shrimp	 	
Crustacea malacostraca	Decapoda	Hippolytidae	Latreutes parvulus	Sargassum shrimp	 	
Crustacea malacostraca	Decapoda	Hippolytidae	Lysmata bahia		 	
Crustacea malacostraca	Decapoda	Hippolytidae	Lysmata hochi		 	
Crustacea malacostraca	Decapoda	Hippolytidae	Lysmata intermedia		 	
Crustacea malacostraca	Decapoda	Hippolytidae	Lysmata sp.		 	
Crustacea malacostraca	Decapoda	Hippolytidae	Merguia rhizophorae		 	
Crustacea malacostraca	Decapoda	Hippolytidae	Thor amboinensis	Sexy anemone shrimp	 	
Crustacea malacostraca	Decapoda	Hippolytidae	Thor manningu	Manning grass shrimp	 	
Crustacea malacostraca	Decapoda	Hippolytidae	Thor sp.		 	
Crustacea malacostraca	Decapoda	Hippolytidae	Tozeuma carolinense	Arrow shrimp	 	
Crustacea malacostraca	Decapoda	Inachidae	Podochela macrodera		 	
Crustacea malacostraca	Decapoda	Leptocheidae	Leptochela serratorbita	Combclaw shrimp	 	
Crustacea malacostraca	Decapoda	Leucosiidae	Speloeophorus nodosus	Two hole clutch crab	 	
Crustacea malacostraca	Decapoda	Majidae	Acanthonyx petiverii	Jacknife spider crab	 	
Crustacea malacostraca	Decapoda	Majidae	Chorinus heros	Shorthorn decorator crab	 	
Crustacea malacostraca	Decapoda	Majidae	Macrocoeloma camptocernum		 	
Crustacea malacostraca	Decapoda	Majidae	Macrocoeloma septedentata		 	
Crustacea malacostraca	Decapoda	Majidae	Macrocoeloma trispinosum	Spongy decorator crab	 	
Crustacea malacostraca	Decapoda	Majidae	Pitho anisodon	Oval urn crab	 	
Crustacea malacostraca	Decapoda	Majidae	Pitho laevigata	Eggshell urn crab	 	
Crustacea malacostraca	Decapoda	Majidae	Stenorhynchus seticornis	Yellowline Arrow Crab		
Crustacea malacostraca	Decapoda	Majidae	Thoe puella	Scarlet mime crab	 	
Crustacea malacostraca	Decapoda	Menippidae	Carpilius corallinus	Batwing coral crab	 	
Crustacea malacostraca	Decapoda	Menippidae	Eriphia gonagra	Redfinger rubble crab	 	
Crustacea malacostraca	Decapoda	Menippidae	Menippe nodifrons	Cuban stone crab; Cangrejo jorobado	 	
Crustacea malacostraca	Decapoda	Mithracidae	Macrocoeloma subparellelum		 	
Crustacea malacostraca	Decapoda	Mithracidae	Microphrys bicornutus	Speck-claw decorator crab	 	
Crustacea malacostraca	Decapoda	Mithracidae	Mithraculus cinctimanus	Banded clinging crab	 	
Crustacea malacostraca	Decapoda	Mithracidae	Mithraculus coryphe	Nodose clinging crab	 	
Crustacea malacostraca	Decapoda	Mithracidae	Mithraculus forceps	Red-ridged clinging crab	 	
Crustacea malacostraca	Decapoda	Mithracidae	Mithraculus sculptus	Green clinging crab	 	
Crustacea malacostraca	Decapoda	Mithracidae	Mithrax antillensis		 	
Crustacea malacostraca	Decapoda	Mithracidae	Mithrax bicornutus	Decorator crab	 	
Crustacea malacostraca	Decapoda	Mithracidae	Mithrax caribbaeus	Knobbed spider crab	 	
Crustacea malacostraca	Decapoda	Mithracidae	Mithrax hispidus	Coral spider crab	 	
Crustacea malacostraca	Decapoda	Mithracidae	Mithrax pleuracanthus	Shaggy clinging crab	 	
Crustacea malacostraca	Decapoda	Mithracidae	Mithrax sp.		 	
Crustacea malacostraca	Decapoda	Mithracidae	Mithrax spinosissimus	West Indian spider crab	 	
Crustacea malacostraca	Decapoda	Mithracidae	Mithrax tortugae	Coral clinging crab	 	
Crustacea malacostraca	Decapoda	Mithracidae	Mithrax verrucosus	Red spider crab	 	
Crustacea malacostraca	Decapoda	Ocypodidae	Ocypode quadrata	Ghost crab	 	
Crustacea malacostraca	Decapoda	Ocypodidae	Uca burgersi	Burger's fiddler crab	 	
Crustacea malacostraca	Decapoda	Ocypodidae	Uca mordax		 	
Crustacea malacostraca	Decapoda	Ocypodidae	Uca rapax	Mudflat fiddler crab	 	
Crustacea malacostraca	Decapoda	Ocypodidae	Uca thayeri	Thayer's fiddler crab	 	
Crustacea malacostraca	Decapoda	Ocypodidae	Uca vocator	Atlantic hairback fiddler	 	
Crustacea malacostraca	Decapoda	Ocypodidae	Ucides cordatus	Mangrove land crab	 	
Crustacea malacostraca	Decapoda	Paguridae	Iridopagurus sp.		 	
Crustacea malacostraca	Decapoda	Paguridae	Pagurus criniticornis		 	
Crustacea malacostraca	Decapoda	Paguridae	Pagurus provenzanoi		 	
Crustacea malacostraca	Decapoda	Paguridae	Pagurus sp. 1		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Brachycarpus biunguiculatus	Twoclaw shrimp	 	
Crustacea malacostraca	Decapoda	Palaemonidae	Cuapetes americanus		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Kemponia americanus		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Leander paulensis	Red-algae shrimp	 	
Crustacea malacostraca	Decapoda	Palaemonidae	Leander tenuicornis	Brown glass shrimp	 	
Crustacea malacostraca	Decapoda	Palaemonidae	Macrobrachium acanthurus		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Macrobrachium nr. crenulatum		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Neopontonides cf. beaufortensis		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Neopontonides chacei		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Palaemon northropi	Crossbanded grass shrimp	 	
Crustacea malacostraca	Decapoda	Palaemonidae	Palaemon sp.		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Periclimenaeus bermudensis	Bermuda sponge shrimp	 	
Crustacea malacostraca	Decapoda	Palaemonidae	Periclimenaeus caraibicus		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Periclimenaeus schmitti	Tortugas bigclaw	 	
Crustacea malacostraca	Decapoda	Palaemonidae	Periclimenaeus sp.		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Periclimenes cf. patae		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Periclimenes iridescens	Iridescent shrimp	 	
Crustacea malacostraca	Decapoda	Palaemonidae	Periclimenes pauper		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Periclimenes pedersoni	Pederson cleaner shrimp	 	
Crustacea malacostraca	Decapoda	Palaemonidae	Periclimenes perryae	Basketstar shrimp	 	
Crustacea malacostraca	Decapoda	Palaemonidae	Periclimenes rathbunae		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Periclimenes yucatanicus	Spotted cleaner shrimp	 	
Crustacea malacostraca	Decapoda	Palaemonidae	Pontonia mexicana	Caribbean Pen Shrimp	 	
Crustacea malacostraca	Decapoda	Palaemonidae	Pontonia sp.		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Pseudocoutierea dotae		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Pseudocoutierea sp. nov.		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Pseudopontonides sp. nov		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Typton carneus		 	
Crustacea malacostraca	Decapoda	Palaemonidae	Typton sp.		 	
Crustacea malacostraca	Decapoda	Palinuridae	Panulirus argus	Caribbean spiny lobster	 	
Crustacea malacostraca	Decapoda	Palinuridae	Panulirus guttatus	Spotted spiny lobster	 	
Crustacea malacostraca	Decapoda	Palinuridae	Panulirus laevicauda	Smooth tail spiny lobster / Langosta verde / Dulub Arat	 	
Crustacea malacostraca	Decapoda	Panopeidae	Acantholobulus acantholobulus		 	
Crustacea malacostraca	Decapoda	Panopeidae	Acantholobulus bermudensis	Strongtooth mud crab	 	
Crustacea malacostraca	Decapoda	Panopeidae	Cataleptodius floridanus	Spoonfinger rubble crab	 	
Crustacea malacostraca	Decapoda	Panopeidae	Eurypanopeus abbreviatus	Lobate mud crab	 	
Crustacea malacostraca	Decapoda	Panopeidae	Eurytium limosum	Broadback mud crab	 	
Crustacea malacostraca	Decapoda	Panopeidae	Hexapanopeus sp.		 	
Crustacea malacostraca	Decapoda	Panopeidae	Neopanope packardi		 	
Crustacea malacostraca	Decapoda	Panopeidae	Panopeus lacustris	Knotfinger mud crab	 	
Crustacea malacostraca	Decapoda	Panopeidae	Panopeus occidentalis	Furrowed mud crab	 	
Crustacea malacostraca	Decapoda	Parthenopeidae	Heterocrypta granulata	Smooth elbow crab	 	
Crustacea malacostraca	Decapoda	Penaeidae	Farfantepenaeus sp.		 	
Crustacea malacostraca	Decapoda	Penaeidae	Metapenaeopsis gerardoi		 	
Crustacea malacostraca	Decapoda	Penaeidae	Metapenaopsis goodei	Velvet shrimp	 	
Crustacea malacostraca	Decapoda	Penaeidae	Penaeus sp.		 	
Crustacea malacostraca	Decapoda	Pilumnidae	Pilumnus caribaeus	Coarsespined hairy crab	 	
Crustacea malacostraca	Decapoda	Pilumnidae	Pilumnus dasypodus	Shortspine hairy crab	 	
Crustacea malacostraca	Decapoda	Pilumnidae	Pilumnus floridanus	Plumed hairy crab	 	
Crustacea malacostraca	Decapoda	Pilumnidae	Pilumnus gemmatus	Tuberculate hairy crab	 	
Crustacea malacostraca	Decapoda	Pilumnidae	Pilumnus holosericus	Roseate hairy crab	 	
Crustacea malacostraca	Decapoda	Pilumnidae	Pilumnus nudimanus		 	
Crustacea malacostraca	Decapoda	Pilumnidae	Pilumnus pannosus	Beaded hairy crab	 	
Crustacea malacostraca	Decapoda	Pilumnidae	Pilumnus reticulatus		 	
Crustacea malacostraca	Decapoda	Pilumnidae	Pilumnus sayi	Spineback hairy crab	 	
Crustacea malacostraca	Decapoda	Pilumnidae	Pilumnus sp.		 	
Crustacea malacostraca	Decapoda	Pinnotheridae	Austinixa cristata	Cristate pea crab	 	
Crustacea malacostraca	Decapoda	Pinnotheridae	Austinixa spp.		 	
Crustacea malacostraca	Decapoda	Pinnotheridae	Clypeasterophilus rugatus		 	
Crustacea malacostraca	Decapoda	Pinnotheridae	Fabia sp. 1		 	
Crustacea malacostraca	Decapoda	Pinnotheridae	Pinnixa faxoni complex		 	
Crustacea malacostraca	Decapoda	Pinnotheridae	Pinnixa nr. floridanus		 	
Crustacea malacostraca	Decapoda	Pinnotheridae	Pinnixodes sp.		 	
Crustacea malacostraca	Decapoda	Pinnotheridae	Pinnotheres pauli		 	
Crustacea malacostraca	Decapoda	Pinnotheridae	Tumidotheres sp. 1		 	
Crustacea malacostraca	Decapoda	Pinnotheridae	Tunicotheres moseri	Ascidian pea crab	 	
Crustacea malacostraca	Decapoda	Pisidae	Pelia mutica	Cryptic teardrop crab	 	
Crustacea malacostraca	Decapoda	Porcellanidae	Megalobrachium poeyi	Hairyclaw porcelain crab	 	
Crustacea malacostraca	Decapoda	Porcellanidae	Megalobrachium roseum		 	
Crustacea malacostraca	Decapoda	Porcellanidae	Megalobrachium soriatum		 	
Crustacea malacostraca	Decapoda	Porcellanidae	Neospisoma sp.		 	
Crustacea malacostraca	Decapoda	Porcellanidae	Pachycheles cristobalensis		 	
Crustacea malacostraca	Decapoda	Porcellanidae	Pachycheles pilosus		 	
Crustacea malacostraca	Decapoda	Porcellanidae	Pachycheles serratus		 	
Crustacea malacostraca	Decapoda	Porcellanidae	Petrolisthes armatus	Green porcelain crab	 	
Crustacea malacostraca	Decapoda	Porcellanidae	Petrolisthes caribensis		 	
Crustacea malacostraca	Decapoda	Porcellanidae	Petrolisthes galathinus	Banded porcelain crab	 	
Crustacea malacostraca	Decapoda	Porcellanidae	Petrolisthes jugosus	Red-white porcelain crab	 	
Crustacea malacostraca	Decapoda	Portunidae	Achelous sebae	Ocellate swimming crab	 	
Crustacea malacostraca	Decapoda	Portunidae	Arenaeus cribrarius	Speckled Swimming Crab	 	
Crustacea malacostraca	Decapoda	Portunidae	Callinectes exasperatus	Rugose swimming crab	 	
Crustacea malacostraca	Decapoda	Portunidae	Callinectes larvatus	Masked swimming crab	 	
Crustacea malacostraca	Decapoda	Portunidae	Callinectes ornatus	Ornate blue crab	 	
Crustacea malacostraca	Decapoda	Portunidae	Charybdis helleri	Portunid crab	 	
Crustacea malacostraca	Decapoda	Portunidae	Portunus anceps	Delicate swimming crab	 	
Crustacea malacostraca	Decapoda	Portunidae	Portunus sebae	Ocellate swimming crab	 	
Crustacea malacostraca	Decapoda	Portunidae	Portunus spinicarpa		 	
Crustacea malacostraca	Decapoda	Processidae	Ambidexter symmetricus		 	
Crustacea malacostraca	Decapoda	Processidae	Nikoides schmitti		 	
Crustacea malacostraca	Decapoda	Processidae	Processa bermudensis	Bermuda night shrimp	 	
Crustacea malacostraca	Decapoda	Processidae	Processa fimbriata	Grass Night Shrimp	 	
Crustacea malacostraca	Decapoda	Sesarmidae	Aratus pisonii	Mangrove tree crab	 	
Crustacea malacostraca	Decapoda	Sesarmidae	Armases americanum		 	
Crustacea malacostraca	Decapoda	Sesarmidae	Armases ricordi	Humic marsh crab	 	
Crustacea malacostraca	Decapoda	Sesarmidae	Metasesarma rubripes		 	
Crustacea malacostraca	Decapoda	Sicyonidae	Sicyonia laevigata	Coral shrimp	 	
Crustacea malacostraca	Decapoda	Stenopodidae	Microprosthema semilaeve	Crimson coral shrimp		
Crustacea malacostraca	Decapoda	Stenopodidae	Odontozona sp.		 	
Crustacea malacostraca	Decapoda	Stenopodidae	Stenopus hispidus	Banded coral shrimp	 	
Crustacea malacostraca	Decapoda	Stenopodidae	Stenopus scutellatus	Golden coral shrimp	 	
Crustacea malacostraca	Decapoda	Trapeziidae	Domecia acanthophora	Elkhorn coral crab	 	
Crustacea malacostraca	Decapoda	Tychidae	Pitho lherminieri	Broadback urn crab	 	
Crustacea malacostraca	Decapoda	Tychidae	Pitho mirabilis		 	
Crustacea malacostraca	Decapoda	Upogebiidae	Pomatogebia operculata	Operculate mud shrimp	 	
Crustacea malacostraca	Decapoda	Upogebiidae	Upogebia sp. 1		 	
Crustacea malacostraca	Decapoda	Upogebiidae	Upogebia sp. 2		 	
Crustacea malacostraca	Decapoda	Xanthidae	Actaea rufopunctata		 	
Crustacea malacostraca	Decapoda	Xanthidae	Chlorodiella longimana	Longhand rubble crab	 	
Crustacea malacostraca	Decapoda	Xanthidae	Etisus maculatus	Blackfinger rubble crab	 	
Crustacea malacostraca	Decapoda	Xanthidae	Melybia sp.		 	
Crustacea malacostraca	Decapoda	Xanthidae	Paraliomera dispar	Black coral crab	 	
Crustacea malacostraca	Decapoda	Xanthidae	Xanthodius denticulatus	Denticulate rubble crab	 	
Crustacea malacostraca	Isopoda	Aegidae	Aega sp.			
Crustacea malacostraca	Isopoda	Anthuridae	Mesanthura sp.		 	
Crustacea malacostraca	Isopoda	Cirolanidae	Cirolana sp.		 	
Crustacea malacostraca	Isopoda	Cirolanidae	Metacirolana sp.		 	
Crustacea malacostraca	Isopoda	Corallanidae	Excorallana mexicana		 	
Crustacea malacostraca	Isopoda	Corallanidae	Excorallana sp.		 	
Crustacea malacostraca	Isopoda	Sphaeromatidae	Dynamenalla quadrilirata		 	
Crustacea malacostraca	Isopoda	Sphaeromatidae	Exosphaeroma sp.		 	
Crustacea malacostraca	Isopoda	Sphaeromatidae	Paracerceis caudata		 	
Crustacea malacostraca	Leptostraca	Nebaliidae	Nebalia sp.		 	
Crustacea malacostraca	Leptostraca	Paranebaliidae	Paranebalia belizensis		 	
Crustacea malacostraca	Stomatopoda	Gonodactylidae	Neogonodactylus bredini	Caribbean Rock Mantis Shrimp	 	
Crustacea malacostraca	Stomatopoda	Nannosquillidae	Alachosquilla floridensis		 	
Insecta	Coleoptera	Anobiidae	Anobiid sp. 18		 	
Insecta	Coleoptera	Buprestidae	Hylaeogena sp. 10		 	
Insecta	Coleoptera	Cantharidae	Chauliognathus sp. 12		 	
Insecta	Coleoptera	Cantharidae	Chauliognathus sp. 13		 	
Insecta	Coleoptera	Carabidae	Calophaena laevigata		 	
Insecta	Coleoptera	Cerambycidae	Colobothea distincta		 	
Insecta	Coleoptera	Cerambycidae	Estoloides longicornis		 	
Insecta	Coleoptera	Chrysomelidae	Agroiconota propinqua		 	
Insecta	Coleoptera	Chrysomelidae	Alticine sp. 24		 	
Insecta	Coleoptera	Chrysomelidae	Alticine sp. 32		 	
Insecta	Coleoptera	Chrysomelidae	Asphaera nobilitata		 	
Insecta	Coleoptera	Chrysomelidae	Brachypnoea sp. 5		 	
Insecta	Coleoptera	Chrysomelidae	Cephaloleia luctuosa		 	
Insecta	Coleoptera	Chrysomelidae	Cephaloleia nigricornis		 	
Insecta	Coleoptera	Chrysomelidae	Cephaloleia ornatrix		 	
Insecta	Coleoptera	Chrysomelidae	Cephaloleia sp. 16		 	
Insecta	Coleoptera	Chrysomelidae	Chelymorpha gressoria		 	
Insecta	Coleoptera	Chrysomelidae	Colaspis brunnea		 	
Insecta	Coleoptera	Chrysomelidae	Colaspis sp. 5		 	
Insecta	Coleoptera	Chrysomelidae	Diabrotica fulvosignata		 	
Insecta	Coleoptera	Chrysomelidae	Diabrotica haroldi		 	
Insecta	Coleoptera	Chrysomelidae	Gynandrobrotica variabilis		 	
Insecta	Coleoptera	Chrysomelidae	Homotyphus albomaculatus		 	
Insecta	Coleoptera	Chrysomelidae	Homotyphus sp. 5		 	
Insecta	Coleoptera	Chrysomelidae	Lema confusa		 	
Insecta	Coleoptera	Chrysomelidae	Masurius sp. 5		 	
Insecta	Coleoptera	Chrysomelidae	Microctenochira fraterna		 	
Insecta	Coleoptera	Chrysomelidae	Monoplatine sp. 10		 	
Insecta	Coleoptera	Chrysomelidae	Omocerus casta		 	
Insecta	Coleoptera	Chrysomelidae	Omophoita aequinoctialis		 	
Insecta	Coleoptera	Chrysomelidae	Paria sp. 5		 	
Insecta	Coleoptera	Chrysomelidae	Rhabdopterus sp. 10		 	
Insecta	Coleoptera	Chrysomelidae	Typophorus sp. 1		 	
Insecta	Coleoptera	Chrysomelidae	Xenocassis ambita		 	
Insecta	Coleoptera	Coccinellidae	Coccinellid sp. 12		 	
Insecta	Coleoptera	Coccinellidae	Epilachna sp. 28		 	
Insecta	Coleoptera	Coccinellidae	Scymnus sp. 5		 	
Insecta	Coleoptera	Cucujidae	Platamus sp. 4		 	
Insecta	Coleoptera	Curculionidae	Anchonus murcidus		 	
Insecta	Coleoptera	Curculionidae	Anchonus sp. 10		 	
Insecta	Coleoptera	Curculionidae	Apion sp. 101		 	
Insecta	Coleoptera	Curculionidae	Baridine sp. 72		 	
Insecta	Coleoptera	Curculionidae	Centrinine sp. 20		 	
Insecta	Coleoptera	Curculionidae	Cleogonus armatus		 	
Insecta	Coleoptera	Curculionidae	Cleoteges virosa		 	
Insecta	Coleoptera	Curculionidae	Compsus sp. 10		 	
Insecta	Coleoptera	Curculionidae	Conotrachelus cristatus		 	
Insecta	Coleoptera	Curculionidae	Conotrachelus sp. 310		 	
Insecta	Coleoptera	Curculionidae	Conotrachelus venustus		 	
Insecta	Coleoptera	Curculionidae	Cryptorhynchus biguttatus		 	
Insecta	Coleoptera	Curculionidae	Cryptorhynchus sp. 200		 	
Insecta	Coleoptera	Curculionidae	Eubulus sp. 30		 	
Insecta	Coleoptera	Curculionidae	Eubulus truncatus		 	
Insecta	Coleoptera	Curculionidae	Euscepes porcella		 	
Insecta	Coleoptera	Curculionidae	Exophthalmus jekelianus		 	
Insecta	Coleoptera	Curculionidae	Geobyrsa nodifera		 	
Insecta	Coleoptera	Curculionidae	Madarus distigma		 	
Insecta	Coleoptera	Curculionidae	Metriophilus sp. 10		 	
Insecta	Coleoptera	Curculionidae	Nicentrus sp. 5		 	
Insecta	Coleoptera	Curculionidae	Oxytenopterus clotho		 	
Insecta	Coleoptera	Curculionidae	Oxytenopterus sp. 4		 	
Insecta	Coleoptera	Curculionidae	Peridinetus irroratus		 	
Insecta	Coleoptera	Curculionidae	Pheloconus rubicundulus		 	
Insecta	Coleoptera	Curculionidae	Plocetes sp. 5		 	
Insecta	Coleoptera	Curculionidae	Plocetes unicornis		 	
Insecta	Coleoptera	Curculionidae	Polydacrys depressifrons		 	
Insecta	Coleoptera	Curculionidae	Pseudanchonus sp. 5		 	
Insecta	Coleoptera	Curculionidae	Pseudomopsis latisquamis		 	
Insecta	Coleoptera	Curculionidae	Tyrannion nigrosellatus		 	
Insecta	Coleoptera	Curculionidae	Tyrannion ochreopunctatum		 	
Insecta	Coleoptera	Elateridae	Alampes vestita		 	
Insecta	Coleoptera	Elateridae	Elaterid sp. 80		 	
Insecta	Coleoptera	Elateridae	Ischiodontus sp. 1		 	
Insecta	Coleoptera	Elateridae	Ischiodontus sp. 2		 	
Insecta	Coleoptera	Elmidae	Hexanchorus usitatus		 	
Insecta	Coleoptera	Hydrophilidae	Hydrophilid sp. 14		 	
Insecta	Coleoptera	Lampyridae	Lampyrid sp. 10		 	
Insecta	Coleoptera	Lampyridae	Lampyrid sp. 3		 	
Insecta	Coleoptera	Lampyridae	Lampyrid sp. 9		 	
Insecta	Coleoptera	Languriidae	Camptocarpus longicollis		 	
Insecta	Coleoptera	Languriidae	Camptocarpus sp. 5		 	
Insecta	Coleoptera	Languriidae	Crotchie sp. 6		 	
Insecta	Coleoptera	Languriidae	Crotchie sp. 7		 	
Insecta	Coleoptera	Languriidae	Languriid sp. 8		 	
Insecta	Coleoptera	Limnichidae	Cephalobyrrhinus lineatus		 	
Insecta	Coleoptera	Nitidulidae	Lobiopa insularis		 	
Insecta	Coleoptera	Nitidulidae	Pallodes sp. 5		 	
Insecta	Coleoptera	Pedilidae	Macratria sp. 4		 	
Insecta	Coleoptera	Ptilodactylidae	Ptilodactylus sp. 10		 	
Insecta	Coleoptera	Ptilodactylidae	Ptilodactylus sp. 11		 	
Insecta	Coleoptera	Scarabaeidae	Anomala sp. 10		 	
Insecta	Coleoptera	Scarabaeidae	Barybas sp. 2		 	
Insecta	Coleoptera	Scirtidae	Scirtid sp. 4		 	
Insecta	Coleoptera	Staphylinidae	Leistotrophus versicolor		 	
Insecta	Coleoptera	Staphylinidae	Palaminus sp. 3		 	
Insecta	Coleoptera	Tenebrionidae	Acropteron languroides		 	
Insecta	Coleoptera	Tenebrionidae	Paratenetus punctatus		 	
Insecta	Coleoptera	Tenebrionidae	Talanus sp. 5		 	
Insecta	Coliadinae	Pieridae	Eurema albula	E4		
Insecta	Coliadinae	Pieridae	Eurema daira	H1		
Insecta	Coliadinae	Pieridae	Eurema nise	E1-3		
Insecta	Coliadinae	Pieridae	Phoebis sennae			
Insecta	Danainae	Nymphalidae	Danaus plexippus	Monarch		
Insecta	Heliconiinae	Nymphalidae	Dryadula phaetusa			
Insecta	Heliconiinae	Nymphalidae	Heliconius cydro	Heliconius		
Insecta	Heliconiinae	Nymphalidae	Heliconius melpomene	Heliconius	 	
Insecta	Heliconiinae	Nymphalidae	Heliconius sara	Heliconius		
Insecta	Hemiptera	Alydidae	Hyalymenus sp. 1		 	
